capture_id,subject_id,posture,calibration_id,correspondence_status,correspondence_score,status_3d,decision,valid_3d_joints_core,valid_3d_joints_total,core_reproj_error_640p_px,core_reproj_error_1080p_px,masked_joint_max_error_px,shoulder_width_m,torso_length_m,depth_z_m,reason
CAP000518,S014,forward_head,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,9,22.5,67.49,67.13,0.356,,0.845,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000519,S014,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,25.09,75.27,72.78,0.365,,0.878,"Full 3D: 10/17 core joints, core_err=25.1px, Z=0.88m"
CAP000520,S014,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,19.53,58.6,72.19,0.376,,0.882,"Full 3D: 10/17 core joints, core_err=19.5px, Z=0.88m"
CAP000521,S014,reject,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,26.97,80.9,,0.534,0.457,0.919,"Full 3D: 9/17 core joints, core_err=27.0px, Z=0.92m"
CAP000522,S014,reject,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,21.28,63.83,,0.454,0.44,0.91,"Full 3D: 9/17 core joints, core_err=21.3px, Z=0.91m"
CAP000523,S015,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,23.67,71.0,78.76,0.376,,0.922,"Full 3D: 9/17 core joints, core_err=23.7px, Z=0.92m"
CAP000524,S015,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,23.01,69.04,78.01,0.371,,0.922,"Full 3D: 9/17 core joints, core_err=23.0px, Z=0.92m"
CAP000525,S015,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,21.81,65.44,76.0,0.369,,0.92,"Full 3D: 9/17 core joints, core_err=21.8px, Z=0.92m"
CAP000526,S015,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,20.8,62.41,71.52,0.37,,0.928,"Full 3D: 10/17 core joints, core_err=20.8px, Z=0.93m"
CAP000527,S015,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,22.24,66.72,78.6,0.373,,0.923,"Full 3D: 9/17 core joints, core_err=22.2px, Z=0.92m"
CAP000528,S015,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,20.76,62.28,67.34,0.387,0.365,0.928,"Full 3D: 10/17 core joints, core_err=20.8px, Z=0.93m"
CAP000529,S015,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,21.15,63.46,66.79,0.406,0.368,0.93,"Full 3D: 10/17 core joints, core_err=21.2px, Z=0.93m"
CAP000530,S015,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,21.76,65.27,70.57,0.395,0.366,0.929,"Full 3D: 10/17 core joints, core_err=21.8px, Z=0.93m"
CAP000531,S015,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,21.4,64.19,71.85,0.401,0.373,0.928,"Full 3D: 10/17 core joints, core_err=21.4px, Z=0.93m"
CAP000532,S015,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,22.58,67.75,67.93,0.404,0.371,0.929,"Full 3D: 10/17 core joints, core_err=22.6px, Z=0.93m"
CAP000533,S015,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,8,11,24.35,73.06,82.58,,,0.893,"Full 3D: 8/17 core joints, core_err=24.4px, Z=0.89m"
CAP000534,S015,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,12,26.08,78.25,90.85,,,0.909,"Full 3D: 9/17 core joints, core_err=26.1px, Z=0.91m"
CAP000535,S015,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,8,11,25.87,77.6,83.33,,,0.893,"Full 3D: 8/17 core joints, core_err=25.9px, Z=0.89m"
CAP000536,S015,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,8,11,27.39,82.16,90.32,,,0.895,"Full 3D: 8/17 core joints, core_err=27.4px, Z=0.90m"
CAP000537,S015,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,8,11,26.85,80.54,85.79,,,0.892,"Full 3D: 8/17 core joints, core_err=26.8px, Z=0.89m"
CAP000538,S015,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,35.16,105.48,69.63,0.371,,1.054,"Full 3D: 11/17 core joints, core_err=35.2px, Z=1.05m"
CAP000539,S015,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,34.09,102.27,70.52,0.37,,1.051,"Full 3D: 11/17 core joints, core_err=34.1px, Z=1.05m"
CAP000540,S015,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,34.54,103.63,67.62,0.376,,1.059,"Full 3D: 11/17 core joints, core_err=34.5px, Z=1.06m"
CAP000541,S015,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,35.29,105.87,69.59,0.381,,1.061,"Full 3D: 11/17 core joints, core_err=35.3px, Z=1.06m"
CAP000542,S015,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,35.75,107.24,65.29,0.37,,1.06,"Full 3D: 11/17 core joints, core_err=35.7px, Z=1.06m"
CAP000543,S015,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,15.14,45.42,65.09,0.313,,0.84,"Full 3D: 11/17 core joints, core_err=15.1px, Z=0.84m"
CAP000544,S015,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,15.11,45.32,65.37,0.334,,0.836,"Full 3D: 11/17 core joints, core_err=15.1px, Z=0.84m"
CAP000545,S015,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,18.12,54.37,,0.338,0.352,0.85,"Full 3D: 12/17 core joints, core_err=18.1px, Z=0.85m"
CAP000546,S015,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,19.69,59.06,,0.317,0.35,0.853,"Full 3D: 12/17 core joints, core_err=19.7px, Z=0.85m"
CAP000547,S015,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.78,56.33,,0.314,0.358,0.855,"Full 3D: 11/17 core joints, core_err=18.8px, Z=0.86m"
CAP000548,S015,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,14.43,43.29,,0.344,,0.904,"Full 3D: 11/17 core joints, core_err=14.4px, Z=0.90m"
CAP000549,S015,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,14.47,43.41,,0.346,,0.907,"Full 3D: 11/17 core joints, core_err=14.5px, Z=0.91m"
CAP000550,S015,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,14.22,42.66,,0.345,,0.917,"Full 3D: 10/17 core joints, core_err=14.2px, Z=0.92m"
CAP000551,S015,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,15.33,45.98,,0.349,,0.922,"Full 3D: 10/17 core joints, core_err=15.3px, Z=0.92m"
CAP000552,S015,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,17.94,53.82,71.83,0.369,,0.908,"Full 3D: 10/17 core joints, core_err=17.9px, Z=0.91m"
CAP000553,S015,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,8,19.3,57.9,,0.401,,0.888,"Full 3D: 8/17 core joints, core_err=19.3px, Z=0.89m"
CAP000554,S015,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,16.74,50.21,,0.402,,0.913,"Full 3D: 9/17 core joints, core_err=16.7px, Z=0.91m"
CAP000555,S015,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,16.22,48.65,,0.403,,0.918,"Full 3D: 9/17 core joints, core_err=16.2px, Z=0.92m"
CAP000556,S015,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,8,20.0,60.01,,0.41,,0.905,"Full 3D: 8/17 core joints, core_err=20.0px, Z=0.90m"
CAP000557,S015,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,17.23,51.7,,0.392,,0.909,"Full 3D: 9/17 core joints, core_err=17.2px, Z=0.91m"
CAP000558,S015,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,8,19.46,58.37,,0.407,,0.904,"Full 3D: 8/17 core joints, core_err=19.5px, Z=0.90m"
CAP000559,S015,reject,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,9,12.74,38.23,,0.424,0.466,0.951,"Full 3D: 9/17 core joints, core_err=12.7px, Z=0.95m"
CAP000560,S015,reject,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,11,47.5,142.51,89.33,0.301,,0.832,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000561,S016,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,40.01,120.04,79.0,0.444,,1.091,"Full 3D: 12/17 core joints, core_err=40.0px, Z=1.09m"
CAP000562,S016,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,39.86,119.57,79.42,0.443,,1.086,"Full 3D: 12/17 core joints, core_err=39.9px, Z=1.09m"
CAP000563,S016,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,14,37.09,111.28,79.29,0.448,,1.063,"Full 3D: 11/17 core joints, core_err=37.1px, Z=1.06m"
CAP000564,S016,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,39.12,117.36,77.73,0.447,,1.085,"Full 3D: 12/17 core joints, core_err=39.1px, Z=1.09m"
CAP000565,S016,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,39.2,117.59,77.7,0.449,,1.087,"Full 3D: 12/17 core joints, core_err=39.2px, Z=1.09m"
CAP000566,S016,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,28.33,84.99,71.55,0.487,,1.055,"Full 3D: 11/17 core joints, core_err=28.3px, Z=1.05m"
CAP000567,S016,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,28.62,85.86,71.41,0.486,,1.053,"Full 3D: 11/17 core joints, core_err=28.6px, Z=1.05m"
CAP000568,S016,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,28.64,85.91,69.75,0.486,,1.077,"Full 3D: 12/17 core joints, core_err=28.6px, Z=1.08m"
CAP000569,S016,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,28.46,85.38,66.32,0.483,,1.081,"Full 3D: 12/17 core joints, core_err=28.5px, Z=1.08m"
CAP000570,S016,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,28.36,85.09,67.77,0.486,,1.055,"Full 3D: 11/17 core joints, core_err=28.4px, Z=1.05m"
CAP000571,S016,leaning_backward,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,46.39,139.16,93.0,,,1.04,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000572,S016,leaning_backward,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,46.66,139.98,88.9,,,1.038,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000573,S016,leaning_backward,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,47.27,141.8,90.23,,,1.037,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000574,S016,leaning_backward,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,47.88,143.65,90.74,,,1.04,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000575,S016,leaning_backward,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,47.88,143.65,92.23,,,1.044,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000576,S016,leaning_left,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,47.1,141.3,75.57,,,1.174,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000577,S016,leaning_left,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,45.72,137.15,73.96,,,1.17,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000578,S016,leaning_left,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,46.14,138.41,72.07,,,1.17,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000579,S016,leaning_left,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,46.59,139.78,73.81,,,1.171,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000580,S016,leaning_left,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,46.34,139.02,72.34,,,1.171,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000581,S016,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,26.39,79.18,84.23,0.388,,0.896,"Full 3D: 10/17 core joints, core_err=26.4px, Z=0.90m"
CAP000582,S016,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,25.99,77.98,84.15,0.38,,0.882,"Full 3D: 10/17 core joints, core_err=26.0px, Z=0.88m"
CAP000583,S016,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,29.67,89.0,82.13,0.387,0.337,0.91,"Full 3D: 11/17 core joints, core_err=29.7px, Z=0.91m"
CAP000584,S016,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,27.83,83.48,85.3,0.402,,0.889,"Full 3D: 10/17 core joints, core_err=27.8px, Z=0.89m"
CAP000585,S016,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,30.6,91.79,81.18,0.393,0.339,0.913,"Full 3D: 11/17 core joints, core_err=30.6px, Z=0.91m"
CAP000586,S016,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,27.61,82.84,83.31,0.459,,1.051,"Full 3D: 12/17 core joints, core_err=27.6px, Z=1.05m"
CAP000587,S016,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,28.71,86.14,83.06,0.463,,1.053,"Full 3D: 11/17 core joints, core_err=28.7px, Z=1.05m"
CAP000588,S016,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,27.35,82.04,82.11,0.46,,1.055,"Full 3D: 12/17 core joints, core_err=27.3px, Z=1.06m"
CAP000589,S016,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,28.97,86.9,86.57,0.457,,1.059,"Full 3D: 12/17 core joints, core_err=29.0px, Z=1.06m"
CAP000590,S016,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,28.73,86.2,85.78,0.456,,1.059,"Full 3D: 12/17 core joints, core_err=28.7px, Z=1.06m"
CAP000591,S016,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,22.89,68.68,83.67,0.467,,1.068,"Full 3D: 12/17 core joints, core_err=22.9px, Z=1.07m"
CAP000592,S016,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,21.33,63.98,87.64,0.477,,1.07,"Full 3D: 12/17 core joints, core_err=21.3px, Z=1.07m"
CAP000593,S016,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,21.01,63.02,86.87,0.476,,1.071,"Full 3D: 12/17 core joints, core_err=21.0px, Z=1.07m"
CAP000594,S016,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,21.11,63.33,89.42,0.474,,1.066,"Full 3D: 12/17 core joints, core_err=21.1px, Z=1.07m"
CAP000595,S016,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,21.27,63.82,87.53,0.479,,1.067,"Full 3D: 12/17 core joints, core_err=21.3px, Z=1.07m"
CAP000596,S016,reject,CAL_009,SAME_PERSON,0,FAIL,EXCLUDE_3D,3,13,60.94,182.81,135.85,,,1.201,Insufficient core joints (3/17) or depth anomaly (Z=1.20m)
CAP000597,S017,upright,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,9,18.96,56.89,130.66,0.438,0.409,0.961,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000598,S017,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,19.11,57.34,,0.445,0.401,0.935,"Full 3D: 9/17 core joints, core_err=19.1px, Z=0.93m"
CAP000599,S017,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,16.94,50.81,,0.447,0.397,0.931,"Full 3D: 9/17 core joints, core_err=16.9px, Z=0.93m"
CAP000600,S017,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,10,17.18,51.55,77.64,0.444,0.389,0.936,"Full 3D: 9/17 core joints, core_err=17.2px, Z=0.94m"
CAP000601,S017,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,17.1,51.29,,0.437,0.387,0.933,"Full 3D: 9/17 core joints, core_err=17.1px, Z=0.93m"
CAP000602,S017,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,16.2,48.59,,0.493,,0.934,"Full 3D: 9/17 core joints, core_err=16.2px, Z=0.93m"
CAP000603,S017,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,15.25,45.76,,0.491,0.403,0.955,"Full 3D: 10/17 core joints, core_err=15.3px, Z=0.95m"
CAP000604,S017,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,16.02,48.05,114.12,0.49,0.401,0.955,"Full 3D: 10/17 core joints, core_err=16.0px, Z=0.96m"
CAP000605,S017,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,18.02,54.06,120.4,0.515,0.425,0.962,"Full 3D: 10/17 core joints, core_err=18.0px, Z=0.96m"
CAP000606,S017,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,20.93,62.8,113.76,0.503,0.416,0.963,"Full 3D: 10/17 core joints, core_err=20.9px, Z=0.96m"
CAP000607,S017,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,9,27.89,83.66,,0.376,0.38,0.939,"Full 3D: 9/17 core joints, core_err=27.9px, Z=0.94m"
CAP000608,S017,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,9,29.77,89.31,,0.376,0.379,0.934,"Full 3D: 9/17 core joints, core_err=29.8px, Z=0.93m"
CAP000609,S017,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,9,28.46,85.38,,0.387,0.383,0.935,"Full 3D: 9/17 core joints, core_err=28.5px, Z=0.93m"
CAP000610,S017,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,10,27.84,83.51,91.62,0.38,0.381,0.935,"Full 3D: 9/17 core joints, core_err=27.8px, Z=0.93m"
CAP000611,S017,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,9,9,28.33,84.98,,0.377,0.382,0.93,"Full 3D: 9/17 core joints, core_err=28.3px, Z=0.93m"
CAP000612,S017,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.07,69.21,,0.432,0.427,1.083,"Full 3D: 12/17 core joints, core_err=23.1px, Z=1.08m"
CAP000613,S017,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,25.02,75.06,,0.468,0.446,1.105,"Full 3D: 11/17 core joints, core_err=25.0px, Z=1.11m"
CAP000614,S017,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,24.79,74.37,,0.442,0.442,1.086,"Full 3D: 10/17 core joints, core_err=24.8px, Z=1.09m"
CAP000615,S017,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,20.88,62.65,,0.432,0.43,1.077,"Full 3D: 11/17 core joints, core_err=20.9px, Z=1.08m"
CAP000616,S017,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,22.16,66.47,,0.429,0.436,1.079,"Full 3D: 11/17 core joints, core_err=22.2px, Z=1.08m"
CAP000617,S017,leaning_right,CAL_009,SUSPICIOUS,3,REVIEW,INCLUDE_3D_WITH_MASKING,7,7,22.67,68.01,,0.342,,0.744,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000618,S017,leaning_right,CAL_009,SUSPICIOUS,3,REVIEW,INCLUDE_3D_WITH_MASKING,7,7,22.97,68.91,,0.322,,0.738,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000619,S017,leaning_right,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,7,21.61,64.84,,0.315,,0.738,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000620,S017,leaning_right,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,7,22.51,67.53,,0.315,,0.735,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000621,S017,leaning_right,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,7,21.43,64.3,,0.318,,0.741,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000622,S017,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,10,14.73,44.19,70.95,0.432,0.345,0.934,"Full 3D: 9/17 core joints, core_err=14.7px, Z=0.93m"
CAP000623,S017,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,15.39,46.18,,0.432,0.35,0.936,"Full 3D: 9/17 core joints, core_err=15.4px, Z=0.94m"
CAP000624,S017,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,14.67,44.0,,0.429,0.353,0.934,"Full 3D: 9/17 core joints, core_err=14.7px, Z=0.93m"
CAP000625,S017,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,16.06,48.17,,0.423,0.354,0.934,"Full 3D: 9/17 core joints, core_err=16.1px, Z=0.93m"
CAP000626,S017,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,16.01,48.02,,0.43,0.351,0.932,"Full 3D: 9/17 core joints, core_err=16.0px, Z=0.93m"
CAP000627,S017,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,10,12.97,38.91,106.16,0.444,,0.93,"Full 3D: 9/17 core joints, core_err=13.0px, Z=0.93m"
CAP000628,S017,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,15.85,47.56,,0.445,,0.918,"Full 3D: 10/17 core joints, core_err=15.9px, Z=0.92m"
CAP000629,S017,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,9,15.52,46.55,106.55,0.448,,0.924,"Full 3D: 8/17 core joints, core_err=15.5px, Z=0.92m"
CAP000630,S017,forward_head,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,7,18.18,54.55,,0.429,,0.922,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000631,S017,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,22.43,67.29,,0.445,,0.929,"Full 3D: 9/17 core joints, core_err=22.4px, Z=0.93m"
CAP000632,S017,reject,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,43.04,129.12,73.16,0.331,,1.013,"Full 3D: 11/17 core joints, core_err=43.0px, Z=1.01m"
CAP000633,S018,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.8,71.41,,0.42,0.349,0.955,"Full 3D: 12/17 core joints, core_err=23.8px, Z=0.96m"
CAP000634,S018,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,21.94,65.81,,0.42,0.347,0.955,"Full 3D: 12/17 core joints, core_err=21.9px, Z=0.96m"
CAP000635,S018,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.34,70.03,,0.423,0.35,0.957,"Full 3D: 12/17 core joints, core_err=23.3px, Z=0.96m"
CAP000636,S018,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,22.24,66.72,,0.41,0.348,0.951,"Full 3D: 12/17 core joints, core_err=22.2px, Z=0.95m"
CAP000637,S018,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.11,69.33,,0.413,0.347,0.955,"Full 3D: 12/17 core joints, core_err=23.1px, Z=0.96m"
CAP000638,S018,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,24.05,72.16,,0.404,0.345,0.974,"Full 3D: 12/17 core joints, core_err=24.1px, Z=0.97m"
CAP000639,S018,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,21.6,64.81,99.52,0.375,0.332,0.923,"Full 3D: 10/17 core joints, core_err=21.6px, Z=0.92m"
CAP000640,S018,leaning_forward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,11,12,26.71,80.12,76.84,0.366,0.341,0.929,"Full 3D: 11/17 core joints, core_err=26.7px, Z=0.93m"
CAP000641,S018,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,19.87,59.6,,0.409,0.344,0.977,"Full 3D: 12/17 core joints, core_err=19.9px, Z=0.98m"
CAP000642,S018,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,19.08,57.25,,0.411,0.34,0.975,"Full 3D: 11/17 core joints, core_err=19.1px, Z=0.98m"
CAP000643,S018,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,36.51,109.52,,0.362,0.313,0.934,"Full 3D: 12/17 core joints, core_err=36.5px, Z=0.93m"
CAP000644,S018,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,13,34.72,104.16,69.21,0.357,0.313,0.96,"Full 3D: 12/17 core joints, core_err=34.7px, Z=0.96m"
CAP000645,S018,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,36.33,109.0,,0.358,0.317,0.966,"Full 3D: 12/17 core joints, core_err=36.3px, Z=0.97m"
